"Year","Project","Trip.No","Trip.Start.Date","Trip.End.Date","Location","Pot.No","Latitude.Decimal.Degrees","Longitude.Decimal.Degrees","Time.Hauled","Buoy.No","Depth.Fathoms","tidbit_id","temp"
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",30,57.804285,-134.0769467,2013-08-03 07:41:00,"2",83,"2",5.27905882352941
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",31,57.81121833,-134.2642983,2013-08-03 07:52:00,"8",87,"8",5.31125
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",33,57.82213167,-134.112215,2013-08-03 08:08:00,"28",54,"28",5.290125
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",34,57.825565,-134.126985,2013-08-03 08:18:00,"30",40,"30",5.334
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",35,57.833085,-134.1007317,2013-08-03 08:25:00,"29",34,"29",5.43064705882353
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",36,57.33088333,-134.1266683,2013-08-03 08:32:00,"10",26,"10",5.71747058823529
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",37,57.831885,-134.122835,2013-08-03 08:38:00,"13",48,"13",5.282
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",38,57.83254833,-134.1173017,2013-08-03 08:45:00,"3",55,"3",5.231
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",39,57.83234833,-134.1124517,2013-08-03 08:59:00,"15",50,"15",5.27
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",40,57.83481833,-134.1150467,2013-08-03 08:52:00,"9",58,"9",5.3
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",41,57.83986833,-134.11923,2013-08-03 09:09:00,"19",51,"19",5.308
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",43,57.861235,-134.1418683,2013-08-03 09:31:00,"23",45,"23",5.29511111111111
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",44,57.86998333,-134.151285,2013-08-03 09:42:00,"18",63,"18",5.308
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",45,57.871,-134.1544483,2013-08-03 09:49:00,"12",60,"12",5.179
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",46,57.87523167,-134.1651367,2013-08-03 09:57:00,"25",35,"25",5.31264705882353
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",47,57.87356833,-134.1458667,2013-08-03 10:06:00,"5",58,"5",5.231
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",48,57.874235,-134.1373367,2013-08-03 10:13:00,"1",55,"1",5.23
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",49,57.859685,-134.12622,2013-08-03 10:24:00,"17",64,"17",5.21264705882353
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",50,57.85423167,-134.11665,2013-08-03 10:30:00,"16",71,"16",5.154
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",51,57.85291667,-134.1132167,2013-08-03 10:36:00,"7",81,"7",5.23388888888889
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",53,57.84586667,-134.118685,2013-08-03 10:52:00,"32",55,"32",5.334
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",54,57.827315,-134.1076167,2013-08-03 11:08:00,"21",58,"21",5.154
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",55,57.828865,-134.1050133,2013-08-03 11:12:00,"26",56,"26",5.28
2013,"Red King Crab Survey",3,"7/22/2013 0:00","8/5/2013 0:00","Seymour Canal",56,57.82833333,-134.0904133,2013-08-03 12:21:00,"20",60,"20",5.30944444444444
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",1,58.57723333,-136.137215,2013-10-08 07:35:00,"20",54,"20",7.3644
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",2,58.61238167,-136.1859867,2013-10-08 07:58:00,"21",58,"21",7.04053333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",3,58.61565,-136.1972333,2013-10-08 08:06:00,"32",50,"32",7.10606666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",5,58.61995,-136.18872,2013-10-08 08:24:00,"7",56,"7",6.92086666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",7,58.621265,-136.1991867,2013-10-08 08:46:00,"1",57,"1",6.91426666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",8,58.62452333,-136.2011233,2013-10-08 08:55:00,"25",55,"25",6.84925
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",10,58.64715167,-136.1939367,2013-10-08 09:22:00,"2",40,"2",7.291125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",11,58.67761667,-136.2073317,2013-10-08 09:41:00,"28",191,"28",4.9905
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",12,58.683785,-136.2052483,2013-10-08 09:55:00,"8",189,"8",4.9695625
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",13,58.6729,-136.18278,2013-10-08 10:34:00,"13",187,"13",5.013125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",14,58.67553333,-136.1820483,2013-10-08 10:46:00,"30",185,"30",5.03823529411765
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",15,58.68085167,-136.159335,2013-10-08 11:01:00,"29",175,"29",5.20052941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",16,58.660035,-136.1182367,2013-10-08 11:23:00,"19",168,"19",5.25341176470588
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",17,58.65699833,-136.1060133,2013-10-08 11:34:00,"24",161,"24",5.28658823529412
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",18,58.647685,-136.1017983,2013-10-08 11:47:00,"3",155,"3",5.26270588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",19,58.631465,-136.0927167,2013-10-08 12:03:00,"18",135,"18",5.50594117647059
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",20,58.63395167,-136.1069333,2013-10-08 12:21:00,"10",142,"10",5.31388235294118
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",23,58.62434833,-136.1047683,2013-10-08 12:51:00,"22",142,"22",5.25938888888889
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",25,58.617415,-136.08322,2013-10-08 13:11:00,"12",129,"12",5.43177777777778
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",26,58.61470167,-136.0965167,2013-10-08 13:22:00,"31",135,"31",5.41794444444444
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",27,58.61280167,-136.0832683,2013-10-09 07:47:00,"31",134,"31",5.51153333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",28,58.60955,-136.0885017,2013-10-09 07:58:00,"12",135,"12",5.46733333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",30,58.61075,-136.0486817,2013-10-09 08:23:00,"22",107,"22",6.04466666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",33,58.61676833,-136.04047,2013-10-09 08:58:00,"10",110,"10",6.172375
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",34,58.61540167,-136.0297367,2013-10-09 09:09:00,"18",101,"18",6.326375
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",35,58.62530167,-136.05,2013-10-09 09:20:00,"3",114,"3",5.9934375
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",36,58.620215,-136.0581867,2013-10-09 09:37:00,"24",116,"24",5.89952941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",37,58.62276667,-136.0576667,2013-10-09 09:42:00,"19",118,"19",5.887125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",38,58.62376667,-136.0625,2013-10-09 09:54:00,"29",121,"29",5.7628125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",39,58.62441833,-136.0752033,2013-10-09 10:07:00,"30",128,"30",5.67175
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",40,58.628015,-136.0581133,2013-10-09 10:40:00,"13",124,"13",5.74975
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",41,58.63346833,-136.0582033,2013-10-09 10:51:00,"8",126,"8",5.76876470588235
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",42,58.6295,-136.0631667,2013-10-09 11:01:00,"28",128,"28",5.67582352941176
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",43,58.63101833,-136.0774983,2013-10-09 11:12:00,"2",135,"2",5.52852941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",45,58.64233333,-136.0777833,2013-10-09 11:33:00,"25",140,"25",5.44388235294118
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",46,58.64420167,-136.0704183,2013-10-09 11:47:00,"1",13,"1",5.66705882352941
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",48,58.65823167,-136.0996183,2013-10-09 12:12:00,"8",151,"7",5.38352941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",50,58.66724833,-136.1037517,2013-10-09 12:35:00,"32",102,"32",5.93766666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",51,58.68774833,-136.1033683,2013-10-09 12:52:00,"21",57,"21",7.01811111111111
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",52,58.707235,-136.1342533,2013-10-09 13:09:00,"20",48,"20",7.22138888888889
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",53,58.71995,-136.1861,2013-10-10 07:25:00,"20",72,"20",6.66766666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",54,58.71823333,-136.1449867,2013-10-10 07:40:00,"21",47,"21",7.086
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",55,58.71660167,-136.1363683,2013-10-10 07:48:00,"32",47,"32",7.08773333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",57,58.71285,-136.09148,2013-10-10 08:08:00,"7",86,"7",6.18733333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",59,58.71169833,-136.052035,2013-10-10 08:35:00,"1",40,"1",7.2690625
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",60,58.70306833,-136.09607,2013-10-10 08:53:00,"25",87,"25",6.2375
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",62,58.69356667,-136.04698,2013-10-10 09:19:00,"2",93,"2",6.461625
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",63,58.69119833,-136.0538333,2013-10-10 09:27:00,"28",93,"28",6.466625
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",64,58.687565,-136.0572517,2013-10-10 09:36:00,"8",65,"8",6.84013333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",65,58.68416667,-136.0495683,2013-10-10 09:43:00,"13",84,"13",6.46
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",66,58.68389833,-136.0200517,2013-10-10 09:57:00,"30",75,"30",6.8431875
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",67,58.65966833,-136.0451017,2013-10-10 10:16:00,"29",52,"29",7.1666875
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",68,58.65211667,-136.0314867,2013-10-10 10:24:00,"19",85,"19",6.54725
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",69,58.64075167,-135.95293,2013-10-10 10:58:00,"24",140,"24",6.259875
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",70,58.639885,-135.9317133,2013-10-10 11:11:00,"3",58,"3",7.0831875
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",71,58.6229,-135.9365317,2013-10-10 11:23:00,"18",107,"18",6.5265625
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",72,58.60521667,-135.90992,2013-10-10 11:39:00,"10",139,"10",6.33105882352941
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Glacier Bay",75,58.61688167,-135.992985,2013-10-10 12:26:00,"22",43,"22",7.29123529411765
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",1,58.35904833,-135.72797,2013-10-06 07:28:00,"31",22,"31",7.29370588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",3,58.34791667,-135.748715,2013-10-06 07:47:00,"20",42,"20",6.55670588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",4,58.35055,-135.73335,2013-10-06 07:55:00,"21",39,"21",6.68164705882353
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",5,58.34589833,-135.7302333,2013-10-06 08:03:00,"32",46,"32",6.558
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",7,58.3403,-135.7295483,2013-10-06 08:18:00,"7",52,"7",6.30852941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",9,58.32676667,-135.7236817,2013-10-06 08:39:00,"1",64,"1",6.20394117647059
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",10,58.32096833,-135.7150317,2013-10-06 08:48:00,"25",67,"25",6.19335294117647
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",11,58.30635167,-135.6805983,2013-10-06 08:58:00,"12",83,"12",6.00258823529412
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",13,58.30530167,-135.7004317,2013-10-06 09:20:00,"2",79,"2",6.01794117647059
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",14,58.306385,-135.7220867,2013-10-06 09:32:00,"28",76,"28",6.10511764705882
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",15,58.31545,-135.7163983,2013-10-06 09:44:00,"8",71,"8",6.17555555555556
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",16,58.31583333,-135.7227133,2013-10-06 10:01:00,"13",69,"13",6.17411111111111
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",17,58.31188167,-135.72338,2013-10-06 13:51:00,"10",72,"10",6.17114285714286
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",18,58.31041667,-135.7259033,2013-10-06 10:38:00,"30",73,"30",6.14258823529412
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",19,58.31235,-135.7295,2013-10-06 13:43:00,"18",72,"18",6.21966666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",20,58.31543333,-135.7340167,2013-10-06 10:55:00,"29",69,"29",6.18555555555556
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",21,58.31125,-135.7509367,2013-10-06 13:31:00,"3",71,"3",6.1606
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",22,58.315235,-135.7542483,2013-10-06 14:31:00,"22",68,"22",6.19419047619048
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",23,58.31688167,-135.7434167,2013-10-06 11:09:00,"19",67,"19",6.22244444444444
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",25,58.31925,-135.725765,2013-10-06 11:25:00,"24",67,"24",6.194
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",28,58.32651833,-135.7307533,2013-10-07 08:21:00,"22",63,"22",6.31766666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",31,58.31965,-135.746435,2013-10-07 08:53:00,"10",66,"10",6.31086666666667
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",32,58.32131833,-135.7497967,2013-10-07 09:03:00,"18",64,"18",6.3854
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",33,58.322965,-135.75227,2013-10-07 09:14:00,"3",63,"3",6.35153333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",34,58.32456833,-135.7498533,2013-10-07 09:24:00,"24",62,"24",6.38893333333333
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",35,58.32848333,-135.7546467,2013-10-07 09:35:00,"19",59,"19",6.5006
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",36,58.329565,-135.74655,2013-10-07 09:44:00,"29",55,"29",6.4868125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",37,58.3307,-135.7553133,2013-10-07 09:53:00,"30",54,"30",6.558125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",38,58.33288167,-135.753035,2013-10-07 10:26:00,"13",50,"13",6.501125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",39,58.33526667,-135.7486983,2013-10-07 10:37:00,"8",47,"8",6.55541176470588
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",40,58.34398167,-135.7662517,2013-10-07 10:49:00,"28",39,"28",6.70141176470588
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",41,58.33211667,-135.7764817,2013-10-07 11:00:00,"2",48,"2",6.54494117647059
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",43,58.32491833,-135.7699133,2013-10-07 11:20:00,"25",59,"25",6.43888235294118
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",44,58.32116667,-135.7701983,2013-10-07 11:31:00,"1",62,"1",6.45823529411765
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",46,58.33071667,-135.7766033,2013-10-07 11:55:00,"7",50,"7",6.50017647058824
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",48,58.32694833,-135.7803867,2013-10-07 12:19:00,"32",56,"32",6.57323529411765
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",49,58.32736833,-135.7968183,2013-10-07 12:30:00,"21",55,"21",6.55982352941176
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Icy Strait",50,58.334965,-135.8167483,2013-10-07 12:42:00,"20",44,"20",6.718
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",1,6.49856833,-134.36075,2013-10-03 07:26:00,"31",26,"31",6.74311764705882
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",3,58.17504833,-134.3885667,2013-10-03 07:44:00,"20",26,"20",7.028125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",4,58.17868167,-134.3787683,2013-10-03 07:52:00,"21",28,"21",6.77882352941176
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",5,58.18218167,-134.3554683,2013-10-03 08:01:00,"32",36,"32",5.9683125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",7,6.49231833,-134.3329017,2013-10-03 08:20:00,"7",25,"7",6.974375
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",9,6.49168333,-134.3059,2013-10-03 08:37:00,"1",27,"1",6.63841176470588
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",10,6.49706666,-134.3031,2013-10-03 08:45:00,"25",26,"25",6.60270588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",11,58.17003167,-134.2714033,2013-10-03 08:57:00,"12",41,"12",5.74147058823529
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",13,6.494515,-134.239965,2013-10-03 09:15:00,"2",33,"2",6.16958823529412
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",14,58.17691667,-134.228565,2013-10-03 09:25:00,"28",75,"28",5.3483125
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",15,58.17896667,-134.214185,2013-10-03 09:35:00,"8",86,"8",5.31775
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",16,58.18796833,-134.17963,2013-10-03 09:50:00,"13",105,"13",5.308
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",17,58.187,-134.17963,2013-10-03 10:03:00,"10",113,"10",5.28505882352941
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",18,58.203015,-134.2114667,2013-10-03 10:38:00,"30",69,"30",5.45476470588235
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",19,58.18564833,-134.288135,2013-10-03 11:01:00,"18",46,"18",5.73444444444444
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",20,58.1802,-134.2899167,2013-10-03 11:11:00,"29",49,"29",5.49405882352941
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",21,58.185335,-134.3002367,2013-10-03 11:20:00,"3",43,"3",5.66152941176471
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",22,58.17930167,-134.2989183,2013-10-03 11:29:00,"22",47,"22",5.45176470588235
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",23,58.18091667,-134.3086667,2013-10-03 11:39:00,"19",45,"19",5.54505555555556
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",25,58.194165,-134.3295167,2013-10-03 11:59:00,"24",29,"24",6.31427777777778
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",28,58.206885,-134.3999667,2013-10-04 08:27:00,"24",39,"24",5.80329411764706
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",30,58.20365,-134.4271817,2013-10-04 08:46:00,"19",44,"19",5.73888235294118
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",31,58.18386667,-134.4677167,2013-10-04 09:03:00,"22",15,"22",7.82435294117647
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",32,58.19933333,-134.5208983,2013-10-04 09:19:00,"3",30,"3",6.65364705882353
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",33,58.19538167,-134.535515,2013-10-04 09:27:00,"29",22,"29",7.34270588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",34,58.21934833,-134.5545983,2013-10-04 09:43:00,"18",24,"18",7.0265
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",35,58.19221667,-134.6021817,2013-10-04 10:01:00,"30",33,"30",6.70305882352941
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",36,58.18598167,-134.6143967,2013-10-04 10:31:00,"10",28,"10",6.88470588235294
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",37,58.17958167,-134.6264167,2013-10-04 10:39:00,"13",25,"13",7.15058823529412
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",38,58.17748167,-134.6513017,2013-10-04 10:48:00,"8",10,"8",8.39272222222222
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",39,58.19834833,-134.661865,2013-10-04 11:04:00,"28",35,"28",6.47672222222222
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",40,58.19933333,-134.67303,2013-10-04 11:11:00,"2",31,"2",6.63461111111111
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",42,58.20566833,-134.7038333,2013-10-04 11:33:00,"12",37,"12",6.16664705882353
2013,"Tanner Crab Survey",1,"10/2/2013 0:00","10/11/2013 0:00","Stephens Passage",43,58.21738333,-134.6948483,2013-10-04 11:43:00,"25",43,"25",6.10077777777778
