"Species","Sex","Carapace_Width","Chela_Height","Shell_Condition","PCR_Result","Year","Latitude","Longitude","Depth","Bottom_Temp","Julian_Day","Location"
"Chionoecetes bairdi",1,102.8,21.4,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,103.8,20.1,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,89,16.7,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,94.6,17,3,0,2016,56.66485,-165.21631,76,4.5,167,"BB"
"Chionoecetes bairdi",1,55.6,6.6,2,0,2016,55.99543,-165.17406,96,4.7,168,"BB"
"Chionoecetes bairdi",1,47,5.9,2,0,2016,55.99543,-165.17406,96,4.7,168,"BB"
"Chionoecetes bairdi",1,93.8,16.1,2,0,2016,55.99543,-165.17406,96,4.7,168,"BB"
"Chionoecetes bairdi",1,107,22.8,3,0,2016,55.65994,-165.17956,108,5.3,168,"BB"
"Chionoecetes bairdi",1,103.9,16.3,2,0,2016,55.65994,-165.17956,108,5.3,168,"BB"
"Chionoecetes bairdi",1,109.4,25.3,3,0,2016,55.65994,-165.17956,108,5.3,168,"BB"
"Chionoecetes bairdi",1,108.4,23.3,2,0,2016,55.65994,-165.17956,108,5.3,168,"BB"
"Chionoecetes bairdi",1,92,16.4,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,94.07,10.23,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,99.01,16.88,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,78.5,9.5,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,89.17,15.38,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,92.41,14.55,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,72.4,8.8,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,80.93,10.24,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,95.4,17.5,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,86.85,13.41,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,85.7,12.5,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,101,18.44,3,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,80.8,11.24,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes bairdi",1,75,10.1,2,0,2016,56.67721,-169.51001,80,6.1,179,"PI"
"Chionoecetes opilio",1,58.5,10.22,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,89.7,22.7,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,83.3,20,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,70.94,17.52,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,79.9,14.9,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,52.78,8.98,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,78.4,18.3,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,55.76,9.07,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,73.9,13.5,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,66.66,11.91,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,73.1,15.65,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,55.3,9.08,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,83.9,21.9,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,74.97,12.83,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,66.2,10.8,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,61.16,10.31,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,66.4,13.3,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,60.15,10.3,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,50.3,8.7,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,53.91,9.09,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,76,16.2,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,53.8,11.7,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,50.98,8.38,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,60.2,10.4,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,42.2,5.87,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,53.4,10.2,2,0,2016,57.84043,-169.97105,72,4.3,180,"PI"
"Chionoecetes opilio",1,85.2,20.6,2,0,2016,57.66863,-170.89219,85,4.5,181,"PI"
"Chionoecetes opilio",1,78,17.4,2,0,2016,57.66863,-170.89219,85,4.5,181,"PI"
"Chionoecetes opilio",1,59.98,11.96,2,0,2016,57.66863,-170.89219,85,4.5,181,"PI"
"Chionoecetes opilio",1,71.53,16.1,2,0,2016,57.66863,-170.89219,85,4.5,181,"PI"
"Chionoecetes opilio",1,82.9,19.5,2,0,2016,57.66863,-170.89219,85,4.5,181,"PI"
"Chionoecetes opilio",1,77.55,11.03,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,84.3,10.9,2,1,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,59.93,8,2,1,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,79.72,14.68,2,1,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,59.79,7.49,2,1,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,55.11,6.73,2,1,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,52.33,6.25,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,48.31,5.97,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,44.28,5.36,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,40.3,4.41,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,46.12,5.38,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,46.35,5.76,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,42.01,5.07,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,41.39,4.63,2,0,2016,56.67109,-170.73717,114,4.8,183,"PI"
"Chionoecetes bairdi",1,91,15.6,3,0,2016,56.67061,-171.3529,120,4.8,187,"PI"
"Chionoecetes bairdi",1,72.4,11.5,3,0,2016,56.67061,-171.3529,120,4.8,187,"PI"
"Chionoecetes bairdi",1,62.8,8.3,2,0,2016,56.67061,-171.3529,120,4.8,187,"PI"
"Chionoecetes bairdi",1,53.1,6.2,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,91.2,12.8,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,76.8,10.2,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,77.5,10.6,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,96.1,13.1,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,55.8,7.1,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,79.6,13.6,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,77.9,10.7,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,74.1,10.1,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,89.8,13.1,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,46.6,5.6,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,92.3,12.9,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,93,18.1,3,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,80.3,11.2,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes bairdi",1,90.7,16.2,2,0,2016,56.33334,-170.06767,109,4.9,187,"PI"
"Chionoecetes opilio",1,69.5,14.6,3,1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",1,68.4,15.6,3,1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",1,85.5,20.7,3,1,2016,58.33023,-171.65099,96,3,193,"PI"
"Chionoecetes opilio",1,73.6,11.5,2,1,2016,59.99085,-171.94226,68,1.8,194,"SMI"
"Chionoecetes opilio",1,68.4,12,2,1,2016,59.99085,-171.94226,68,1.8,194,"SMI"
"Chionoecetes opilio",1,50.4,7.9,2,1,2016,59.99085,-171.94226,68,1.8,194,"SMI"
"Chionoecetes opilio",1,51.2,8.6,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,61.7,13,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,56.7,12.3,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,59.7,9.8,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,53.2,9.6,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,50.4,7.9,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,49.2,10.8,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,74.9,13.7,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,53.9,9,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,50.3,8.3,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,61.5,14,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,51.4,9.4,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,48,8.1,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,62.7,9.8,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,63.4,15.3,2,1,2016,60.33673,-172.05441,59,0.4,195,"SMI"
"Chionoecetes opilio",1,79.9,17.4,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,42.5,6.1,2,1,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,70.4,11.8,3,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,59.4,9.7,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,82.7,19.3,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,65.7,13.7,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,79.7,17.6,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,66.7,13.5,3,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,65.8,13.6,2,0,2016,59.98936,-172.60247,67,1.6,195,"SMI"
"Chionoecetes opilio",1,89.1,22.4,3,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,77.9,17.4,3,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,74.8,16.8,3,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,83.9,15,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,66.2,13.1,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,79.2,17.2,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,84.8,19.6,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,71.1,13.3,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,60.3,13.3,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,59.7,9.1,3,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,69.1,11.9,2,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes opilio",1,70.9,12.9,3,0,2016,59.83639,-172.24832,76,2,195,"SMI"
"Chionoecetes bairdi",1,44.6,5.7,2,0,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,58.8,7.8,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,45.2,5.8,2,0,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,64.9,8.5,2,0,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,60.2,7.6,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,57.7,7.3,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,65,8.6,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,66.1,8.8,2,0,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,50.4,6,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,61,6.5,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,42.3,5.9,2,1,2016,59.00568,-174.99776,130,2.7,204,"SS"
"Chionoecetes bairdi",1,79.9,12.8,4,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,78.8,14.2,4,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,57.5,6.9,2,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,88.9,17.1,3,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,79.4,14.8,3,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,75,12.4,4,0,2016,56.67691,-164.56529,75,4.7,164,"BB"
"Chionoecetes bairdi",1,91.3,16.3,4,0,2016,55.99323,-164.57972,93,4.7,165,"BB"
"Chionoecetes bairdi",1,82,13.4,3,0,2016,55.99323,-164.57972,93,4.7,165,"BB"
"Chionoecetes bairdi",1,82.9,14.7,4,0,2016,55.98608,-164.03776,91,4.7,166,"BB"
"Chionoecetes bairdi",1,87.3,12.5,4,0,2016,55.98608,-164.03776,91,4.7,166,"BB"
"Chionoecetes bairdi",1,101.2,19.5,3,0,2016,56.66846,-168.89153,101,4.8,179,"PI"
"Chionoecetes bairdi",1,96.7,17.4,4,0,2016,56.99408,-168.92948,80,4.7,179,"PI"
"Chionoecetes bairdi",1,91.6,18.6,4,0,2016,56.99408,-168.92948,80,4.7,179,"PI"
"Chionoecetes opilio",1,55.1,11.4,3,0,2016,57.66656,-170.31032,73,4.6,181,"PI"
"Chionoecetes opilio",1,57.9,12.5,4,0,2016,57.50243,-169.99562,68,4.6,181,"PI"
"Chionoecetes opilio",1,75.2,16.3,2,0,2016,57.50243,-169.99562,68,4.6,181,"PI"
"Chionoecetes bairdi",1,95.1,16.1,3,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,86.6,12.4,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,90.6,16.8,3,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,95.3,14.2,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,79.8,13.8,3,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,96.8,14,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,84.9,12.1,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,77.3,10.5,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,81.8,10.5,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,88.2,13,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,71.8,8.9,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,82.2,11.9,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,73.3,9.9,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,77.7,10.6,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,81.6,10.8,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,87.9,12.7,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,75.7,11.8,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,79.3,11.3,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes bairdi",1,55.9,7.2,2,0,2016,56.67204,-170.12078,97,5.6,183,"PI"
"Chionoecetes opilio",1,67.3,14.3,3,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,69.9,15,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,77.3,18,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,59.7,13.1,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,75.5,17.8,3,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,81.2,19.8,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,79,17.9,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,76.6,18.7,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,72.1,15.7,3,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,71.1,15.3,3,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,64.1,12.3,3,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,64,13.8,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,87,21.7,2,0,2016,57.66754,-171.53028,100,4.6,192,"PI"
"Chionoecetes opilio",1,59.3,12.9,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,66.9,14.8,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,70.3,15.7,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,63.5,11,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,53.7,9.2,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,76,16.4,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,56.2,11.7,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,58.6,10.2,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,57.6,12.2,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,60.6,10.9,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,63.1,10.8,2,1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,69.7,14.8,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,58.8,9.8,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,55.2,8.9,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,49.6,9.8,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,54.2,9.2,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,56.7,11.9,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,51.5,9.7,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,51.7,10.1,2,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,55.1,11.8,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,60.2,13.2,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,67.2,16,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,64,13.2,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,77.5,17.2,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,77.6,17.2,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,69,15.2,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,71.6,16.4,3,1,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,70.3,15.7,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,56.6,12.1,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,64.1,15,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,65.3,14,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,61,14.5,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,68.4,15.7,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,55,12.4,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,56.7,10.8,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,59.2,12.8,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,72.4,16.1,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,57.5,12.4,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,75.6,15.4,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,53.6,11.4,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,55.8,11.5,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,55.4,11.5,3,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,65.8,12.7,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,75.3,16.9,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,62.8,12.9,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,63.1,14.5,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,79.3,18.1,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,58.5,13.6,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,63.5,13.2,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,70.7,16.4,4,0,2016,58.33568,-171.01122,84,2.9,193,"PI"
"Chionoecetes opilio",1,58.5,11.5,2,0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,61.6,13.4,2,0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,52.2,7.8,2,1,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,43.1,7.7,2,0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,46.4,7.5,2,1,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,40.8,6.6,2,0,2016,60.32984,-170.65923,62,1.7,194,"SMI"
"Chionoecetes opilio",1,71.7,12.8,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,76.5,13.9,2,1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,86.5,19.3,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,75.4,16.9,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,75,14.1,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,78.5,16.9,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,75.4,17.4,2,1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,73.6,15.8,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,66.7,11.9,3,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,54.2,8.8,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,71,12.1,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,69.2,14.9,3,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,45.1,7.6,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,85.6,15.2,2,1,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,56.9,12.1,2,0,2016,60.3286,-171.33798,67,1.7,195,"SMI"
"Chionoecetes opilio",1,69.4,16,2,1,2016,60.65152,-171.438,63,-0.4,195,"SMI"
